BEVOEGD GEZAG NUMMER;INSTELLING;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO
10028;19HY;19HY00;Burg Walda SGM;NES AMELAND;60;AMELAND;Friesland;145;0
10053;18BR;18BR00;Praktijkonderwijs Assen e/o;ASSEN;106;ASSEN;Drenthe;234;0
10867;19ET;19ET00;GSG t Schylger Jouw voor vmbo;MIDSLAND;93;TERSCHELLING;Friesland;114;0
12975;01XN;01XN00;Almere College;KAMPEN;166;KAMPEN;Overijssel;552;5
12975;01XN;01XN01;Almere College;DRONTEN;303;DRONTEN;Flevoland;830;8
12975;01XN;01XN02;Almere College;KAMPEN;166;KAMPEN;Overijssel;179;0
12975;01XN;01XN07;Almere College;DRONTEN;303;DRONTEN;Flevoland;81;0
12975;01XN;01XN08;Almere College;DRONTEN;303;DRONTEN;Flevoland;119;0
12975;01XN;01XN09;Almere College;DRONTEN;303;DRONTEN;Flevoland;330;0
12975;01XN;01XN10;Almere College;KAMPEN;166;KAMPEN;Overijssel;171;0
13273;20LO;20LO00;Opb SGM Dr Nassau Coll;ASSEN;106;ASSEN;Drenthe;1604;30
13273;20LO;20LO01;Opb SGM Dr Nassau Coll;NORG;1699;NOORDENVELD;Drenthe;178;0
13273;20LO;20LO02;Opb SGM Dr Nassau Coll;BEILEN;1731;MIDDEN-DRENTHE;Drenthe;290;0
13273;20LO;20LO03;Opb SGM Dr Nassau Coll;GIETEN;1680;AA EN HUNZE;Drenthe;204;0
13273;20LO;20LO04;Opb SGM Dr Nassau College;ASSEN;106;ASSEN;Drenthe;1002;<5
13273;20LO;20LO08;Opb SGM Dr Nassau Coll;ASSEN;106;ASSEN;Drenthe;317;0
13278;13EE;13EE00;Regionale Sgm Enkhuizen;ENKHUIZEN;388;ENKHUIZEN;Noord-Holland;1520;13
13360;17AN;17AN00;Minkema College;WOERDEN;632;WOERDEN;Utrecht;1861;8
13360;17AN;17AN01;Minkema College;WOERDEN;632;WOERDEN;Utrecht;688;0
13365;19FF;19FF00;SGM De Waerdenborch;HOLTEN;1742;RIJSSEN-HOLTEN;Overijssel;1412;6
13365;19FF;19FF04;SGM De Waerdenborch;GOOR;1735;HOF VAN TWENTE;Overijssel;346;0
13554;03RR;03RR00;Candea College;DUIVEN;226;DUIVEN;Gelderland;989;<5
13554;03RR;03RR04;Candea College VMBO en Mavo;DUIVEN;226;DUIVEN;Gelderland;879;0
13554;05FF;05FF00;Olympuscollege;ARNHEM;202;ARNHEM;Gelderland;1240;20
13554;05FF;05FF01;Olympuscollege;ARNHEM;202;ARNHEM;Gelderland;145;0
13554;08PS;08PS00;Symbion;DIDAM;1955;MONTFERLAND;Gelderland;169;0
13554;12NW;12NW00;Produs;ARNHEM;202;ARNHEM;Gelderland;181;0
13554;16SK;16SK00;Liemers College;ZEVENAAR;299;ZEVENAAR;Gelderland;1008;<5
13554;16SK;16SK01;Liemers College;DIDAM;1955;MONTFERLAND;Gelderland;402;0
13554;16SK;16SK05;Liemers College;ZEVENAAR;299;ZEVENAAR;Gelderland;390;0
13554;16SK;16SK07;Liemers College;ZEVENAAR;299;ZEVENAAR;Gelderland;333;0
13554;20RM;20RM00;Stedelijk Gymnasium Arnhem;ARNHEM;202;ARNHEM;Gelderland;747;7
13554;20TZ;20TZ00;Lorentz Lyceum;ARNHEM;202;ARNHEM;Gelderland;1008;6
13554;20TZ;20TZ04;Het Westeraam;ELST GLD;1734;OVERBETUWE;Gelderland;563;0
13554;20TZ;20TZ07;Maarten van Rossem;ARNHEM;202;ARNHEM;Gelderland;318;0
13554;20TZ;20TZ11;Lyceum Elst;ELST GLD;1734;OVERBETUWE;Gelderland;888;6
13554;20TZ;20TZ12;Rivers Int School Arnhem;ARNHEM;202;ARNHEM;Gelderland;161;0
13554;20TZ;20TZ13;ISK Groningensingel;ARNHEM;202;ARNHEM;Gelderland;98;0
13554;20TZ;20TZ14;Lyceum Elst Nijverheidsweg;ELST GLD;1734;OVERBETUWE;Gelderland;156;0
13554;25GL;25GL00;SGM Arnhem Noord;ARNHEM;202;ARNHEM;Gelderland;1190;18
13554;25GL;25GL04;SGM Arnhem Noord;ARNHEM;202;ARNHEM;Gelderland;585;241
13554;25GL;25GL06;SGM Arnhem Noord;ARNHEM;202;ARNHEM;Gelderland;722;8
13555;16YC;16YC00;Scheldemond College;VLISSINGEN;718;VLISSINGEN;Zeeland;1035;0
13555;20CP;20CP00;NEHALENNIA SSG;MIDDELBURG;687;MIDDELBURG;Zeeland;609;5
13555;20CP;20CP04;NEHALENNIA SSG;MIDDELBURG;687;MIDDELBURG;Zeeland;1073;15
13556;02DW;02DW00;Gymnasium Bernrode;HEESWIJK-DINTHER;1721;BERNHEZE;Noord-Brabant;555;0
13556;20AJ;20AJ00;Stedelijk Gymnasium;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;751;6
13556;20DG;20DG00;Gymnasium Felisenum;VELSEN-ZUID;453;VELSEN;Noord-Holland;568;<5
13556;20QY;20QY00;Stedelijk Gymnasium;HAARLEM;392;HAARLEM;Noord-Holland;822;<5
13556;21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;802;0
13556;21AF;21AF00;Vossius Gymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;843;0
13563;16PI;16PI01;OPB SGM Winkler Prins;VEENDAM;47;VEENDAM;Groningen;1070;0
13563;16PI;16PI02;Opb SGM Winkler Prins;VEENDAM;47;VEENDAM;Groningen;100;0
13563;16PI;16PI03;OPB SGM Winkler Prins;VEENDAM;47;VEENDAM;Groningen;167;0
13563;16PI;16PI04;OPB SGM Winkler Prins;VEENDAM;47;VEENDAM;Groningen;422;0
13563;16PI;16PI05;OPB SGM Winkler Prins;VEENDAM;47;VEENDAM;Groningen;195;0
13586;01WM;01WM00;Burg Harmsma SGM;GORREDIJK;86;OPSTERLAND;Friesland;473;0
13586;04YE;04YE00;Opb SGM Singelland;DRACHTEN;90;SMALLINGERLAND;Friesland;760;<5
13586;04YE;04YE01;Opb SGM Singelland;BURGUM;737;TYTSJERKSTERADIEL;Friesland;286;0
13586;04YE;04YE02;Opb SGM Singelland;SURHUISTERVEEN;59;ACHTKARSPELEN;Friesland;486;0
13586;04YE;04YE03;Opb SGM Singelland;DRACHTEN;90;SMALLINGERLAND;Friesland;1198;17
13586;04YE;04YE08;Opb SGM Singelland;DRACHTEN;90;SMALLINGERLAND;Friesland;347;0
13586;04YE;04YE09;Opb SGM Singelland;DRACHTEN;90;SMALLINGERLAND;Friesland;211;0
13586;04YE;04YE11;Opb SGM Singelland;BURGUM;737;TYTSJERKSTERADIEL;Friesland;83;<5
13603;14DC;14DC00;RSG Simon Vestdijk;HARLINGEN;72;HARLINGEN;Friesland;1005;<5
13603;14DC;14DC02;RSG Simon Vestdijk;FRANEKER;1949;WAADHOEKE;Friesland;175;0
13603;14DC;14DC06;"VMBO ""De Jutter"" Vlieland";VLIELAND;96;VLIELAND;Friesland;20;0
13603;20DL;20DL00;Opb SGM Piter Jelles;LEEUWARDEN;80;LEEUWARDEN;Friesland;767;13
13603;20DL;20DL01;Locatie, !mpulse Kollum;KOLLUM;1970;NOARDEAST-FRYSLAN;Friesland;351;<5
13603;20DL;20DL02;Locatie, Stedelijk Gymnasium;LEEUWARDEN;80;LEEUWARDEN;Friesland;453;<5
13603;20DL;20DL03;Locatie, YnSicht;LEEUWARDEN;80;LEEUWARDEN;Friesland;440;0
13603;20DL;20DL04;Locatie, De Dyk;LEEUWARDEN;80;LEEUWARDEN;Friesland;453;<5
13603;20DL;20DL06;Locatie,Montessori High School;LEEUWARDEN;80;LEEUWARDEN;Friesland;442;<5
13603;20DL;20DL10;Locatie, !mpulse Leeuwarden;LEEUWARDEN;80;LEEUWARDEN;Friesland;450;8
13603;20DL;20DL12;Locatie, Dalton Dokkum;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;411;<5
13603;20DL;20DL13;Locatie, De Brege;LEEUWARDEN;80;LEEUWARDEN;Friesland;223;0
13603;20DL;20DL16;Locatie, ISK;LEEUWARDEN;80;LEEUWARDEN;Friesland;189;0
13603;20DL;20DL21;Opb SGM Piter Jelles;LEEUWARDEN;80;LEEUWARDEN;Friesland;66;0
13652;01XF;01XF00;Willem Blaeu;ALKMAAR;361;ALKMAAR;Noord-Holland;761;22
13652;01XF;01XF01;Willem Blaeu - Van der Meij;ALKMAAR;361;ALKMAAR;Noord-Holland;219;0
13652;08UV;08UV00;Focus;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;237;0
13652;16ST;16ST00;BSG;BERGEN NH;373;BERGEN NH;Noord-Holland;816;13
13652;17DD;17DD00;rsg Wiringherlant;WIERINGERWERF;1911;HOLLANDS KROON;Noord-Holland;957;<5
13652;19YT;19YT00;De Viaan;ALKMAAR;361;ALKMAAR;Noord-Holland;220;0
13652;19ZQ;19ZQ00;Sted. Dalton College Alkmaar;ALKMAAR;361;ALKMAAR;Noord-Holland;1014;<5
13652;19ZQ;19ZQ02;SDC Alkmaar - Van der Meij;ALKMAAR;361;ALKMAAR;Noord-Holland;115;0
13652;19ZX;19ZX00;Huygens;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;1305;11
13652;19ZX;19ZX01;Huygens College;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;240;0
13652;20AA;20AA00;Murmellius;ALKMAAR;361;ALKMAAR;Noord-Holland;758;<5
13693;16YV;16YV00;Pantarijn SGM;WAGENINGEN;289;WAGENINGEN;Gelderland;1368;18
13693;16YV;16YV01;Pantarijn SGM;WAGENINGEN;289;WAGENINGEN;Gelderland;497;0
13693;16YV;16YV02;Pantarijn SGM;RHENEN;340;RHENEN;Utrecht;274;0
13693;16YV;16YV04;Pantarijn SGM;KESTEREN;1740;NEDER-BETUWE;Gelderland;343;0
13693;16YV;16YV10;Pantarijn SGM;WAGENINGEN;289;WAGENINGEN;Gelderland;183;0
13709;19EW;19EW00;ORS Lek en Linge;CULEMBORG;216;CULEMBORG;Gelderland;885;0
13709;19EW;19EW01;O.R.S. Lek en Linge;CULEMBORG;216;CULEMBORG;Gelderland;410;0
13709;19EW;19EW03;O.R.S. Lek en Linge;CULEMBORG;216;CULEMBORG;Gelderland;675;<5
13709;19EW;19EW04;O.R.S. Lek en Linge;CULEMBORG;216;CULEMBORG;Gelderland;424;0
13709;19EW;19EW05;de Lingeborgh;GELDERMALSEN;1960;WEST BETUWE;Gelderland;1015;0
13737;06DT;06DT00;De Meander;HOOGEVEEN;118;HOOGEVEEN;Drenthe;96;0
13737;19IW;19IW00;RSG Wolfsbos;HOOGEVEEN;118;HOOGEVEEN;Drenthe;491;<5
13737;19IW;19IW02;RSG Wolfsbos;HOOGEVEEN;118;HOOGEVEEN;Drenthe;310;0
13737;19IW;19IW04;RSG Wolfsbos;HOOGEVEEN;118;HOOGEVEEN;Drenthe;417;0
13737;19IW;19IW05;RSG Wolfsbos;HOOGEVEEN;118;HOOGEVEEN;Drenthe;113;0
13739;17CK;17CK00;RSG Slingerbos/Levant;HARDERWIJK;243;HARDERWIJK;Gelderland;1496;27
13739;17CK;17CK01;Reg Sgm 't Slingerbos;ZEEWOLDE;50;ZEEWOLDE;Flevoland;339;0
13749;20DD;20DD00;Gem Gymnasium;HILVERSUM;402;HILVERSUM;Noord-Holland;708;0
13749;20DD;20DD02;Gem Gymnasium;HILVERSUM;402;HILVERSUM;Noord-Holland;108;0
20151;04IK;04IK00;Accent Praktijkonderwijs Centr;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;191;0
20151;07HF;07HF00;Accent PRO Delfshaven;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;191;0
20151;14QT;14QT00;Marnix Gymnasium;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;544;<5
20151;16PK;16PK00;Portus Scholengroep;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;206;<5
20151;16PK;16PK07;Portus SG locatie Juliana;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;400;0
20151;16PK;16PK10;CBS Plus;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;310;17
20151;18CH;18CH00;Melanchthon;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1059;14
20151;18CH;18CH02;Melanchthon Wilgenplaslaan;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;398;0
20151;18CH;18CH03;Melanchthon Mavo Schiebroek;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;331;5
20151;18CH;18CH09;Melanchthon Kralingen;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;419;0
20151;19GY;19GY00;Comenius College;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;1939;7
20151;19GY;19GY04;Comenius College Krimpen;KRIMPEN AAN DEN IJSSEL;542;KRIMPEN AAN DEN IJSSEL;Zuid-Holland;382;0
20151;19GY;19GY05;Comenius College Rotterdam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;307;0
20151;19GY;19GY06;Comenius College Nieuwerkerk;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Zuid-Holland;470;<5
20151;19GY;19GY08;Comenius College Rotterdam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;508;0
20151;20AM;20AM00;Portus SG Farelcollege;RIDDERKERK;597;RIDDERKERK;Zuid-Holland;1228;8
20151;20AM;20AM04;Portus SG Farel loc Maxima;RIDDERKERK;597;RIDDERKERK;Zuid-Holland;83;0
20151;20FR;20FR00;Scholengroep Penta;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;658;<5
20151;20FR;20FR02;Penta Scala Rietvelden;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;832;25
20151;20FR;20FR04;Penta Hoogvliet;HOOGVLIET ROTTERDAM;599;ROTTERDAM;Zuid-Holland;497;0
20151;20FR;20FR07;Penta Rozenburg;ROZENBURG ZH;599;ROTTERDAM;Zuid-Holland;207;0
20151;20FR;20FR08;"Penta Bah&#x00FB;rim";BRIELLE;1992;VOORNE AAN ZEE;Zuid-Holland;283;<5
20151;20FR;20FR12;Penta Charles de Foucauld;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;273;<5
20151;26HR;26HR00;Accent PRO Capelle;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;226;0
20151;28DF;28DF00;Accent PrO Hoogvliet;HOOGVLIET ROTTERDAM;599;ROTTERDAM;Zuid-Holland;199;0
20151;31CG;31CG00;Melanchthon;BLEISWIJK;1621;LANSINGERLAND;Zuid-Holland;716;0
20151;31CG;31CG01;Melanchthon Business School;BLEISWIJK;1621;LANSINGERLAND;Zuid-Holland;598;0
20151;31CG;31CG02;Melanchthon Bergschenhoek;BERGSCHENHOEK;1621;LANSINGERLAND;Zuid-Holland;1256;<5
20151;31CG;31CG03;Melanchthon Berkroden;BERKEL EN RODENRIJS;1621;LANSINGERLAND;Zuid-Holland;751;0
20151;31CH;31CH00;Scholengroep Penta;HELLEVOETSLUIS;1992;VOORNE AAN ZEE;Zuid-Holland;1123;11
20151;31CH;31CH01;Penta De Oude Maas;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;707;<5
20151;31EX;31EX00;Portus SG Groene Hart;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;1546;25
20151;31EX;31EX01;CSG Calvijn Focus Barendrecht;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;483;0
20151;31RY;31RY00;Zuider Gymnasium;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;643;11
20187;03FO;03FO00;CVO 't Gooi;HILVERSUM;402;HILVERSUM;Noord-Holland;1443;<5
20187;03FO;03FO01;Hilfertsheem College;HILVERSUM;402;HILVERSUM;Noord-Holland;471;0
20187;03FO;03FO04;Lucent College;HILVERSUM;402;HILVERSUM;Noord-Holland;241;0
20281;02DZ;02DZ00;Stanislascollege Westplantsoen;DELFT;503;DELFT;Zuid-Holland;2033;<5
20281;02DZ;02DZ02;Stanislas vmbo/mavo Delft;DELFT;503;DELFT;Zuid-Holland;352;0
20281;02DZ;02DZ04;Stanislas Dalton Delft;DELFT;503;DELFT;Zuid-Holland;816;<5
20281;02DZ;02DZ10;ISD Secondary;DELFT;503;DELFT;Zuid-Holland;177;0
20281;02GJ;02GJ00;Chr College De Populier;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1007;5
20281;02GJ;02GJ01;Chr College De Populier;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;381;<5
20281;04NF;04NF00;Hofstede College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;245;0
20281;14TA;14TA00;Christelijk Lyceum Zandvliet;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;890;6
20281;17HR;17HR00;YES College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;544;0
20281;17HR;17HR02;Hofstad Lyceum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;997;<5
20281;17HR;17HR05;Heldring Business School;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;418;0
20281;20MM;20MM00;Zuid-West College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;440;<5
20281;20MM;20MM01;Wateringse Veld College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;617;6
20281;20MM;20MM06;Roemer Visscher College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;380;<5
20281;21GU;21GU00;Edith Stein College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;996;6
20281;21GU;21GU04;Corbulo College;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;283;0
20281;21GU;21GU06;Diamant College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;444;0
20281;21GU;21GU07;Montaigne Lyceum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1175;<5
20281;21GU;21GU08;College St. Paul;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;277;0
20281;21GU;21GU09;Esloo College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;178;0
20281;21GU;21GU11;Odevaer College;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;155;0
20281;21HC;21HC00;ISW;NAALDWIJK;1783;WESTLAND;Zuid-Holland;1793;6
20281;21HC;21HC01;ISW Westland Vakcollege;NAALDWIJK;1783;WESTLAND;Zuid-Holland;388;0
20281;21HC;21HC03;ISW Gasthuislaan;'S-GRAVENZANDE;1783;WESTLAND;Zuid-Holland;1073;0
20281;21HC;21HC04;ISW Irenestraat;POELDIJK;1783;WESTLAND;Zuid-Holland;408;<5
20281;21HC;21HC08;ISW Westland Praktijkcollege;NAALDWIJK;1783;WESTLAND;Zuid-Holland;344;0
20281;21HC;21HC12;ISW Sweelincklaan;'S-GRAVENZANDE;1783;WESTLAND;Zuid-Holland;650;0
20281;21KM;21KM00;Praktijkcollege Zoetermeer;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;249;0
20281;25GA;25GA00;Picasso Lyceum;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;818;0
20281;25GA;25GA01;MOTION Beweeg College;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;279;0
20281;31HN;31HN00;Stanislascollege Pijnacker;PIJNACKER;1926;PIJNACKER-NOOTDORP;Zuid-Holland;1282;<5
20281;31HN;31HN01;Stanislas Beweeg-vmbo/mavo;RIJSWIJK ZH;603;RIJSWIJK;Zuid-Holland;524;<5
20281;31HN;31HN02;Stanislas PrO;RIJSWIJK ZH;603;RIJSWIJK;Zuid-Holland;220;0
21464;16PN;16PN00;Joodse SGM Maimonides;AMSTERDAM;363;AMSTERDAM;Noord-Holland;165;0
23155;00JR;00JR00;SGM Spieringshoek;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;1064;<5
26093;00KV;00KV00;KSE 00KV;ETTEN-LEUR;777;ETTEN-LEUR;Noord-Brabant;2472;5
26157;16PS;16PS00;Montessori SGM Amsterdam;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1028;5
26157;16PS;16PS04;Locatie, IVKO;AMSTERDAM;363;AMSTERDAM;Noord-Holland;539;<5
26157;16PS;16PS07;Montessori SGM Amsterdam;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1035;16
26157;16PS;16PS08;Montessori Lyceum Oostpoort;AMSTERDAM;363;AMSTERDAM;Noord-Holland;980;0
26157;16PS;16PS16;Loc, Metis Montessori Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;227;<5
26157;16PS;16PS17;MLA-VOS;AMSTERDAM;363;AMSTERDAM;Noord-Holland;494;0
26157;16PS;16PS18;MLA-VEL;AMSTERDAM;363;AMSTERDAM;Noord-Holland;333;0
26157;16PS;16PS19;Oostpoort Nieuwkomers;AMSTERDAM;363;AMSTERDAM;Noord-Holland;338;0
26898;02AP;02AP00;Het Amsterdams Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1087;0
28212;16NK;16NK00;Vrije school Zutphen-Groningen;ZUTPHEN;301;ZUTPHEN;Gelderland;1163;30
28212;16NK;16NK01;Vrije school Zutphen-Groningen;GRONINGEN;14;GRONINGEN;Groningen;861;15
29187;03KN;03KN00;RK SGM Pius X;BLADEL;1728;BLADEL;Noord-Brabant;2111;7
29278;00MK;00MK00;Kath SGM De Breul;ZEIST;355;ZEIST;Utrecht;1402;5
29850;03KZ;03KZ00;PrO Hardenberg;HARDENBERG;160;HARDENBERG;Overijssel;165;0
30101;04GU;04GU00;Elde College Schijndel;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;1200;<5
30101;04GU;04GU03;Elde College Schijndel;SINT-MICHIELSGESTEL;845;SINT-MICHIELSGESTEL;Noord-Brabant;252;0
30101;04GU;04GU06;Elde College Schijndel;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;84;0
30101;04GU;04GU08;Ede College Schijndel;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;292;0
30582;02CI;02CI00;Insula College;DORDRECHT;505;DORDRECHT;Zuid-Holland;1147;21
30582;02CI;02CI01;Insula College;DORDRECHT;505;DORDRECHT;Zuid-Holland;355;0
30582;02CI;02CI02;Insula College;DORDRECHT;505;DORDRECHT;Zuid-Holland;762;11
30742;26JY;26JY00;De Pijler;DEN HELDER;400;DEN HELDER;Noord-Holland;188;0
30783;16QA;16QA00;Chr SGM De Lage Waard;PAPENDRECHT;590;PAPENDRECHT;Zuid-Holland;1207;9
30783;16QA;16QA01;Chr SGM De Lage Waard;PAPENDRECHT;590;PAPENDRECHT;Zuid-Holland;808;<5
30882;18PR;18PR00;De Steiger school voor PRO;LELYSTAD;995;LELYSTAD;Flevoland;229;0
31028;14RR;14RR00;DevelsteinCollege;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;1659;8
31028;14RR;14RR01;DevelsteinCollege loc. Loket;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;208;0
31087;09VG;09VG00;Reeshof College;TILBURG;855;TILBURG;Noord-Brabant;353;0
31087;20GD;20GD00;Campus 013;TILBURG;855;TILBURG;Noord-Brabant;749;5
31087;20GD;20GD01;Schakelcollege Tilburg;TILBURG;855;TILBURG;Noord-Brabant;399;0
31107;02HI;02HI00;Curio vmbo;HALSTEREN;748;BERGEN OP ZOOM;Noord-Brabant;432;<5
31107;02HI;02HI06;Curio pomona;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;147;0
31107;02HI;02HI08;Curio isk Bergen op Zoom;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;290;0
31107;15NY;15NY00;Curio praktijkschool Breda;BREDA;758;BREDA;Noord-Brabant;339;0
31107;19XV;19XV00;Curio VO;BREDA;758;BREDA;Noord-Brabant;600;0
31107;19XV;19XV02;Curio de rotonde;BREDA;758;BREDA;Noord-Brabant;363;0
31107;21CY;21CY03;Curio Prinsentuin Oudenbosch;OUDENBOSCH;1655;HALDERBERGE;Noord-Brabant;674;0
31107;21CY;21CY05;Curio Prinsentuin Andel;ANDEL;1959;ALTENA;Noord-Brabant;615;0
31107;25LX;25LX33;Curio scala;TETERINGEN;758;BREDA;Noord-Brabant;652;0
31107;25LX;25LX41;Curio effent;OOSTERHOUT NB;826;OOSTERHOUT;Noord-Brabant;524;<5
31107;25LX;25LX48;Curio isk Breda;BREDA;758;BREDA;Noord-Brabant;443;0
31108;01NJ;01NJ01;Terra, Winsum VO;WINSUM GN;1966;HET HOGELAND;Groningen;553;0
31108;01NJ;01NJ02;Terra, Oldekerk VO;OLDEKERK;1969;WESTERKWARTIER;Groningen;328;0
31108;01NJ;01NJ08;Terra, Assen VO;ASSEN;106;ASSEN;Drenthe;708;0
31108;01NJ;01NJ09;Terra, Eelde VO;EELDE;1730;TYNAARLO;Drenthe;515;0
31108;01NJ;01NJ10;Terra, Emmen VO;EMMEN;114;EMMEN;Drenthe;661;0
31108;01NJ;01NJ11;Terra, Meppel VO;MEPPEL;119;MEPPEL;Drenthe;290;0
31108;01NJ;01NJ12;Terra, Wolvega VO;WOLVEGA;98;WESTSTELLINGWERF;Friesland;333;0
31108;01NJ;01NJ15;AOC Terra;MEPPEL;119;MEPPEL;Drenthe;273;0
31108;01NJ;01NJ16;Terra;WINSUM GN;1966;HET HOGELAND;Groningen;141;0
31127;05EA;05EA14;STC;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;279;0
31127;05EA;05EA16;STC;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;225;0
31137;14YD;14YD03;Lentiz;NAALDWIJK;1783;WESTLAND;Zuid-Holland;1015;0
31137;14YD;14YD06;Lentiz;MAASLAND;1842;MIDDEN-DELFLAND;Zuid-Holland;554;0
31137;14YD;14YD09;Lentiz Dalton Mavo& Groene Lyc;NAALDWIJK;1783;WESTLAND;Zuid-Holland;665;<5
31137;17WQ;17WQ00;Lentiz;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;1217;<5
31137;17WQ;17WQ08;Lentiz VMBO LIFE College;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;556;0
31137;31MD;31MD00;Lentiz Revius Lyceum;MAASSLUIS;556;MAASSLUIS;Zuid-Holland;824;<5
31137;31MD;31MD02;Lentiz Geuzencollege;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;826;<5
31137;31MD;31MD03;Lentiz Revius Mavo;MAASSLUIS;556;MAASSLUIS;Zuid-Holland;194;0
31157;23VL;23VL00;SGM Pieter Zandt;KAMPEN;166;KAMPEN;Overijssel;1659;6
31157;23VL;23VL01;SGM Pieter Zandt;STAPHORST;180;STAPHORST;Overijssel;421;0
31157;23VL;23VL02;SGM Pieter Zandt;URK;184;URK;Flevoland;569;0
31157;23VL;23VL03;SGM Pieter Zandt;IJSSELMUIDEN;166;KAMPEN;Overijssel;243;0
31226;02TC;02TC00;Christiaan Huygens Coll;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1254;10
31226;02TC;02TC03;locatie Olympia;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;483;0
31226;02TC;02TC04;loc. Frits Philips lyceum-mavo;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1599;<5
31231;00ZV;00ZV00;Lauwers College;BUITENPOST;59;ACHTKARSPELEN;Friesland;897;6
